tweet_id,user_id,screen_name,created_at,favorite_count,retweet_count,text,truncated_tweet,retweet
1.24E+18,572929741,Zoetis,3/17/20 15:29,0,3,"Some tips on keeping Fido fit while #SocialDistancing 
#COVID19 
#ShowYourPetLove
https://t.co/lP3rrmbxSo","RT @animalhealthEU: Some tips on keeping Fido fit while #SocialDistancing 
#COVID19 
#ShowYourPetLove
https://t.co/lP3rrmbxSo",retweet
1.24E+18,40924038,Univision,3/17/20 15:30,23,2,El chef Jos谷 Andr谷s cierra restaurantes en Washington DC y brinda alimentos por contingencia de coronavirus. https://t.co/uHm5YbwWwn https://t.co/1P6icucOAW,El chef Jos谷 Andr谷s cierra restaurantes en Washington DC y brinda alimentos por contingencia de coronavirus. https://t.co/uHm5YbwWwn https://t.co/1P6icucOAW,original
1.24E+18,149176270,Insperity,3/17/20 15:33,0,0,"News about the COVID-19 pandemic can be unsettling. 

But you need not panic. 

Here＊s how to prepare your business. https://t.co/8nBfQXzKhB #COVID19 #Coronavirus https://t.co/FOmUpkl2cO","News about the COVID-19 pandemic can be unsettling. 

But you need not panic. 

Here＊s how to prepare your business. https://t.co/8nBfQXzKhB #COVID19 #Coronavirus https://t.co/FOmUpkl2cO",original
1.24E+18,126118683,AIGinsurance,3/17/20 15:35,0,0,"@kylecanspeak Hi, We apologize for the long wait time - we are currently experiencing high call volumes due to the Coronavirus outbreak. To avoid long wait times, please use our self-service options on this website: https://t.co/2fyUWVzgbR. Thank you.","@kylecanspeak Hi, We apologize for the long wait time - we are currently experiencing high call volumes due to the Coronavirus outbreak. To avoid long wait times, please use our self-service options on this website: https://t.co/2fyUWVzgbR. Thank you.",original
1.24E+18,40924038,Univision,3/17/20 15:42,0,63,<U+0001F48A>  Coronavirus: Conferencia de prensa desde la Casa Blanca con las 迆ltimas actualizaciones. #covid19 https://t.co/QeTVYzQInW,RT @UniNoticias: <U+0001F48A>  Coronavirus: Conferencia de prensa desde la Casa Blanca con las 迆ltimas actualizaciones. #covid19 https://t.co/QeTVYzQI＃,retweet
1.24E+18,151998296,MoodysInvSvc,3/17/20 15:42,0,14,"With the global spread of #coronavirus hitting industries reliant on trade and the free movement of people hardest, Moody＊s looks at the impact across global corporate sectors: https://t.co/2yGsCL69Rs. Also visit our dedicated hub: https://t.co/JBSfHRqw8e https://t.co/mDw5Z50PwF","RT @MoodysInvSvc: With the global spread of #coronavirus hitting industries reliant on trade and the free movement of people hardest, Moody＃",retweet
1.24E+18,110522065,SPGlobal,3/17/20 15:45,1,0,From @SPGlobalRatings: the sovereigns most vulnerable to a #COVID19 #coronavirus related slowdown in tourism: https://t.co/xEfVWz8DLj https://t.co/YdBesF2YlY,From @SPGlobalRatings: the sovereigns most vulnerable to a #COVID19 #coronavirus related slowdown in tourism: https://t.co/xEfVWz8DLj https://t.co/YdBesF2YlY,original
1.24E+18,40924038,Univision,3/17/20 15:48,36,22,Es momento de tomar precauciones contra el coronavirus. Para m芍s informaci車n <U+0001F449> https://t.co/FTqPwJuMYS #SiempreContigo https://t.co/XLzQKRy8qs,Es momento de tomar precauciones contra el coronavirus. Para m芍s informaci車n <U+0001F449> https://t.co/FTqPwJuMYS #SiempreContigo https://t.co/XLzQKRy8qs,original
1.24E+18,18774353,SyneosHealth,3/17/20 15:48,0,2,"With an increasing number of #coronavirus cases popping up around the world, countries are taking action by leveraging innovative #healthtech to protect the safety of the public without compromising the care they need. Read more on our blog: https://t.co/3d8T0tXMGd","RT @SyneosComms: With an increasing number of #coronavirus cases popping up around the world, countries are taking action by leveraging inn＃",retweet
1.24E+18,110522065,SPGlobal,3/17/20 15:55,2,3,"As the #coronavirus pandemic continues, @SPGlobalRatings believes the default rate on nonfinancial corporates in the U.S may exceed 10%. Defaults could reach high single digits in Europe. Read our #EssentialIntelligence on #COVID19 and credit markets: https://t.co/bVCHHsOX6E https://t.co/aihA0HZdPp","As the #coronavirus pandemic continues, @SPGlobalRatings believes the default rate on nonfinancial corporates in the U.S may exceed 10%. Defaults could reach high single digits in Europe. Read our #EssentialIntelligence on #COVID19 and credit markets: https://t.co/bVCHHsOX6E https://t.co/aihA0HZdPp",original
1.24E+18,65174274,Fidelity,3/17/20 15:58,0,0,"@DavidDomzalski As COVID-19 and market volatility continue, Fidelity is committed to helping its customers with their financial needs and access to accounts. High demand brings record interactions. Our associates are working hard to ensure full access, and we apologize for any inconvenience.","@DavidDomzalski As COVID-19 and market volatility continue, Fidelity is committed to helping its customers with their financial needs and access to accounts. High demand brings record interactions. Our associates are working hard to ensure full access, and we apologize for any inconvenience.",original
1.24E+18,44182242,CenturyLink,3/17/20 16:00,32,25,Learn about our well-being focused approach to COVID-19 here: https://t.co/LF6csvKd5T,Learn about our well-being focused approach to COVID-19 here: https://t.co/LF6csvKd5T,original
1.24E+18,18639872,TRowePrice,3/17/20 16:00,1,0,The impact of #COVID19 on Asian economies may change once the outbreak dissipates and policy support kicks in. Read more from PM Eric Moffett.<U+202F>https://t.co/4TxLBKomBx,The impact of #COVID19 on Asian economies may change once the outbreak dissipates and policy support kicks in. Read more from PM Eric Moffett.<U+202F>https://t.co/4TxLBKomBx,original
1.24E+18,68506780,SunTrust,3/17/20 16:00,2,2,"Equity and fixed income markets reacting sharply to global #coronavirus pandemic. View this Investment Advisory Group webcast for historic trends and latest developments to help put current market volatility into perspective.
https://t.co/IROuhP4BTa https://t.co/HIE57Tmwhn","Equity and fixed income markets reacting sharply to global #coronavirus pandemic. View this Investment Advisory Group webcast for historic trends and latest developments to help put current market volatility into perspective.
https://t.co/IROuhP4BTa https://t.co/HIE57Tmwhn",original
1.24E+18,40924038,Univision,3/17/20 16:00,27,13,"""\""Buenas noticias para Tom Hanks y su esposa\"": Alan cont車 qu谷 pasar芍 tras ser dados de alta por el coronavirus. https://t.co/3xZ0HYQ0fd https://t.co/vpu35qYE5F""","""\""Buenas noticias para Tom Hanks y su esposa\"": Alan cont車 qu谷 pasar芍 tras ser dados de alta por el coronavirus. https://t.co/3xZ0HYQ0fd https://t.co/vpu35qYE5F""",original
1.24E+18,65174274,Fidelity,3/17/20 16:03,1,0,"@SteffonLJosey As COVID-19 and market volatility continue, Fidelity is committed to helping its customers with their financial needs and access to accounts. High demand brings record interactions. Our associates are working hard to ensure full access, and we apologize for any inconvenience.","@SteffonLJosey As COVID-19 and market volatility continue, Fidelity is committed to helping its customers with their financial needs and access to accounts. High demand brings record interactions. Our associates are working hard to ensure full access, and we apologize for any inconvenience.",original
1.24E+18,122473388,CVSHealth,3/17/20 16:03,1,0,"@catgrest1 In response to the COVID-19 pandemic, we placed a chain-wide price change hold on over 900 items the week of March 2, which prevents items from increasing in retail price until further notice. This includes a broad list of products across multiple categories. 2/2","@catgrest1 In response to the COVID-19 pandemic, we placed a chain-wide price change hold on over 900 items the week of March 2, which prevents items from increasing in retail price until further notice. This includes a broad list of products across multiple categories. 2/2",original
1.24E+18,56693003,DTE_Energy,3/17/20 16:04,0,304,"We understand people may be hesitant to come give blood, but we want to reassure everyone on the precautions our teams are taking to keep you safe. Schedule an appointment to give here: https://t.co/iu8ssq1TUw #coronavirus https://t.co/CZZ2mEJ2V3","RT @RedCross: We understand people may be hesitant to come give blood, but we want to reassure everyone on the precautions our teams are ta＃",retweet
1.24E+18,319211282,MagellanHealth,3/17/20 16:05,0,0,The #healthcare workers on the front lines of the #COVID19 outbreak are at higher risk of contracting the disease. Magellan＊s National Behavioral Health Chief Medical Officer shared tips for healthcare workers to manage their fear or anxiety here: https://t.co/AdMsk4k7xI https://t.co/uoglnKXvZ4,The #healthcare workers on the front lines of the #COVID19 outbreak are at higher risk of contracting the disease. Magellan＊s National Behavioral Health Chief Medical Officer shared tips for healthcare workers to manage their fear or anxiety here: https://t.co/AdMsk4k7xI https://t.co/uoglnKXvZ4,original
1.24E+18,846095228,AmTrustInsured,3/17/20 16:11,1,1,"※Due to #COVID19, workers may be sharing space with a child＊s science project, or their partner＊s hobbies or work. This can lead to awkward workspaces and injuries over time.§ - Matt Zender, SVP of Workers' Comp Strategy. Learn more in @BusInsMagazine. https://t.co/y5ldfAC5m9","※Due to #COVID19, workers may be sharing space with a child＊s science project, or their partner＊s hobbies or work. This can lead to awkward workspaces and injuries over time.§ - Matt Zender, SVP of Workers' Comp Strategy. Learn more in @BusInsMagazine. https://t.co/y5ldfAC5m9",original
1.24E+18,4627113913,GoodyearTireCo,3/17/20 16:12,15,3,"We know many communities are feeling the impact of COVID-19. We are proud to help support the @ACRFoodbank and pledge to match dollar-for-dollar up to $20,000 as well as an anonymous donor. Can you join us?  
Donate at: https://t.co/ACkkeL4Eun","We know many communities are feeling the impact of COVID-19. We are proud to help support the @ACRFoodbank and pledge to match dollar-for-dollar up to $20,000 as well as an anonymous donor. Can you join us?  
Donate at: https://t.co/ACkkeL4Eun",original
1.24E+18,20262083,ConEdison,3/17/20 16:14,21,10,We＊re all in this together. We have expanded our efforts to support New Yorkers as they face the challenges of the #coronavirus (COVID-19). We are committed to helping New York get through this difficult time. Read all the details by clicking the link: https://t.co/c4gjdUAYmZ https://t.co/OGMzeXR92E,We＊re all in this together. We have expanded our efforts to support New Yorkers as they face the challenges of the #coronavirus (COVID-19). We are committed to helping New York get through this difficult time. Read all the details by clicking the link: https://t.co/c4gjdUAYmZ https://t.co/OGMzeXR92E,original
1.24E+18,319211282,MagellanHealth,3/17/20 16:17,0,6,"Coronaviruses, colds, and the flu are no joke. Learn how to stay healthy and avoid spreading germs this season: https://t.co/QQb663Lw9h #COVID19 https://t.co/NMlTPBWD0t","RT @MCCofAZ: Coronaviruses, colds, and the flu are no joke. Learn how to stay healthy and avoid spreading germs this season: https://t.co/Q＃",retweet
1.24E+18,20457806,JNJNews,3/17/20 16:18,85,33,"As #COVID19 continues to spread, #JNJ remains committed to helping ensure the health of our employees as well as people around the world. Follow along to learn about the steps J&amp;J is taking against this global pandemic. <U+2B07><U+FE0F> https://t.co/Yi5BgYzVgk","As #COVID19 continues to spread, #JNJ remains committed to helping ensure the health of our employees as well as people around the world. Follow along to learn about the steps J&amp;J is taking against this global pandemic. <U+2B07><U+FE0F> https://t.co/Yi5BgYzVgk",original
1.24E+18,16450071,Teradata,3/17/20 16:20,13,3,"The role of #telco #analytics, #bigdata and #AI becomes even more relevant in trying to contain the spread of #COVID19: https://t.co/bGCZGwsRBf #artificialintelligence #coronavirus","The role of #telco #analytics, #bigdata and #AI becomes even more relevant in trying to contain the spread of #COVID19: https://t.co/bGCZGwsRBf #artificialintelligence #coronavirus",original
1.24E+18,424435659,PPLCorp,3/17/20 16:21,0,4,"We＊re all in this together. Throughout this evolving coronavirus pandemic, our first job remains to safely and reliably deliver electricity to your home or business. More info at https://t.co/6hBVSbsfm5 https://t.co/WaXJm5jzSm","RT @PPLElectric: We＊re all in this together. Throughout this evolving coronavirus pandemic, our first job remains to safely and reliably de＃",retweet
1.24E+18,20457806,JNJNews,3/17/20 16:25,16,8,"These measures, along with the steps we＊ve already taken, such as a donation of 1 million surgical masks to help protect vulnerable healthcare workers, will help ensure that our response to #COVID19 is as effective as possible.","These measures, along with the steps we＊ve already taken, such as a donation of 1 million surgical masks to help protect vulnerable healthcare workers, will help ensure that our response to #COVID19 is as effective as possible.",original
1.24E+18,78661839,MetLife,3/17/20 16:29,32,15,MetLife Foundation announced today that it has committed to donating $1 million to food banks across the U.S. to help them deal with increased demand for their services as a result of coronavirus. https://t.co/ECW4SKMXGh #COVID19,MetLife Foundation announced today that it has committed to donating $1 million to food banks across the U.S. to help them deal with increased demand for their services as a result of coronavirus. https://t.co/ECW4SKMXGh #COVID19,original
1.24E+18,110522065,SPGlobal,3/17/20 16:30,0,0,From @SPGlobalRatings Chief US Economist Beth Ann Bovino: A US recession takes hold as fallout from the #Coronavirus spreads: https://t.co/5ibZmZuJoA https://t.co/dfdMl94XpQ,From @SPGlobalRatings Chief US Economist Beth Ann Bovino: A US recession takes hold as fallout from the #Coronavirus spreads: https://t.co/5ibZmZuJoA https://t.co/dfdMl94XpQ,original
1.24E+18,92391733,BDandCo,3/17/20 16:33,43,21,BD CEO @TomPolen_BD spoke with Maria Bartiromo this morning to discuss our FDA Emergency Use authorization submission with @biogxmolecular for new #COVID19 diagnostics in the U.S＃ https://t.co/inbI192jZD,BD CEO @TomPolen_BD spoke with Maria Bartiromo this morning to discuss our FDA Emergency Use authorization submission with @biogxmolecular for new #COVID19 diagnostics in the U.S＃ https://t.co/inbI192jZD,original
1.24E+18,65174274,Fidelity,3/17/20 16:34,0,0,"@SQL2TheSequel As COVID-19 and market volatility continue, Fidelity is committed to helping its customers with their financial needs and access to accounts. High demand brings record interactions. Our associates are working hard to ensure full access, and we apologize for any inconvenience.","@SQL2TheSequel As COVID-19 and market volatility continue, Fidelity is committed to helping its customers with their financial needs and access to accounts. High demand brings record interactions. Our associates are working hard to ensure full access, and we apologize for any inconvenience.",original
1.24E+18,16739710,onsemi,3/17/20 16:37,0,1,".@onsemi＊s #communications team plays an imperative role in communicating with our supply chain, customers, distributors, employees, etc. regarding the #coronavirus. As #leaders we are taking all necessary precautions to ensure the #safety of our employees.","RT @dms_somo: .@onsemi＊s #communications team plays an imperative role in communicating with our supply chain, customers, distributors, emp＃",retweet
1.24E+18,65174274,Fidelity,3/17/20 16:43,0,0,"@bramonboy As COVID-19 and market volatility continue, Fidelity is committed to helping its customers with their financial needs and access to accounts. High demand brings record interactions. Our associates are working hard to ensure full access, and we apologize for any inconvenience.","@bramonboy As COVID-19 and market volatility continue, Fidelity is committed to helping its customers with their financial needs and access to accounts. High demand brings record interactions. Our associates are working hard to ensure full access, and we apologize for any inconvenience.",original
1.24E+18,40059448,PNCBank,3/17/20 16:45,0,1,@FigureItOut1234 We are asking customers impacted by the coronavirus and encountering hardship as a result to please contact us directly to discuss their specific situation so that we can talk about available options. 1-888-762-2265 (7 AM 每 10 PM ET M 每 F; 8 AM 每 5 PM ET Sat &amp; Sun). ^AW,@FigureItOut1234 We are asking customers impacted by the coronavirus and encountering hardship as a result to please contact us directly to discuss their specific situation so that we can talk about available options. 1-888-762-2265 (7 AM 每 10 PM ET M 每 F; 8 AM 每 5 PM ET Sat &amp; Sun). ^AW,original
1.24E+18,17396865,SVB_Financial,3/17/20 16:50,0,478,We just announced that the first participant has been dosed in the NIH-led Phase 1 study of our #mRNA vaccine (mRNA-1273) against novel coronavirus https://t.co/14SDfdI1Az https://t.co/LnJWYhAbkx,RT @moderna_tx: We just announced that the first participant has been dosed in the NIH-led Phase 1 study of our #mRNA vaccine (mRNA-1273) a＃,retweet
1.24E+18,1178011,WellsFargo,3/17/20 16:51,0,0,"@BeauReve_ Hi Alexandria. As our Team Member guidelines and CDC information about the virus continues to change rapidly, we suggest you speak to your manager directly or reach out to the Team Member care line available on our Covid-19 Teamworks information site.  Thanks - Johanna","@BeauReve_ Hi Alexandria. As our Team Member guidelines and CDC information about the virus continues to change rapidly, we suggest you speak to your manager directly or reach out to the Team Member care line available on our Covid-19 Teamworks information site.  Thanks - Johanna",original
1.24E+18,40924038,Univision,3/17/20 16:51,0,12,"<U+0001F48A>Secretario del Tesoro asegura que medidas buscan dar dinero en efectivo a los estadounidenses. #coronavirus #COVID19

<U+0001F449> https://t.co/EHZf37UT41 https://t.co/ENWFosI7Yx","RT @UniNoticias: <U+0001F48A>Secretario del Tesoro asegura que medidas buscan dar dinero en efectivo a los estadounidenses. #coronavirus #COVID19

<U+0001F449> h＃",retweet
1.24E+18,30007936,Hologic,3/17/20 16:52,2,1,@RocheDiaUSA Thank you @RocheDiaUSA! We＊re proud to be in this fight against the #coronavirus together. <U+0001F4AA>,@RocheDiaUSA Thank you @RocheDiaUSA! We＊re proud to be in this fight against the #coronavirus together. <U+0001F4AA>,original
1.24E+18,18994444,IBM,3/17/20 16:55,0,1,@Stan_BostonT Watson Health is working directly with health organizations around the world to better understand the nature of COVID-19. IBM Clinical Development system has been made available 每 without charge 每 to national health agencies to reduce the time and cost of clinical trials.,@Stan_BostonT Watson Health is working directly with health organizations around the world to better understand the nature of COVID-19. IBM Clinical Development system has been made available 每 without charge 每 to national health agencies to reduce the time and cost of clinical trials.,original
1.24E+18,122473388,CVSHealth,3/17/20 16:56,0,0,"@NotoriousRBF20 Hi there, we strongly condemn price gouging and posted prices are our normal prices. In response to the COVID-19 pandemic, we placed a chain-wide price change hold on over 900 items the week of March 2, which prevents items from increasing in retail price until further notice.","@NotoriousRBF20 Hi there, we strongly condemn price gouging and posted prices are our normal prices. In response to the COVID-19 pandemic, we placed a chain-wide price change hold on over 900 items the week of March 2, which prevents items from increasing in retail price until further notice.",original
1.24E+18,15151228,VailResorts,3/17/20 16:59,30,19,"N. American resorts will remain closed for the season, amidst continued challenges with COVID-19. We'll consider reopening @BreckenridgeMtn, @skiheavenly and @WhistlerBlckcmb in late April/early May, dependent on the situation w/COVID-19 and weather. https://t.co/1mTMMYRAX9","N. American resorts will remain closed for the season, amidst continued challenges with COVID-19. We'll consider reopening @BreckenridgeMtn, @skiheavenly and @WhistlerBlckcmb in late April/early May, dependent on the situation w/COVID-19 and weather. https://t.co/1mTMMYRAX9",original
1.24E+18,110522065,SPGlobal,3/17/20 17:00,1,0,"""From @SPDJIndices: Hamish Preston, Associate Director, U.S. Equity Indices, says \""Bye Bye Bull Market\"" thanks to the #coronavirus: https://t.co/p9cGwbEqxn #COVID19 https://t.co/M62QLouHjs""","""From @SPDJIndices: Hamish Preston, Associate Director, U.S. Equity Indices, says \""Bye Bye Bull Market\"" thanks to the #coronavirus: https://t.co/p9cGwbEqxn #COVID19 https://t.co/M62QLouHjs""",original
1.24E+18,120578352,CatalentPharma,3/17/20 17:00,1,1,"Catalent is committed to doing our part to prevent the spread of the COVID-19 virus. We continue to put the Patient First along with our employees and our customers. Learn more about the updated preventative steps we are taking: https://t.co/cYqv9dgxLx 
#coronavirus #covid19","Catalent is committed to doing our part to prevent the spread of the COVID-19 virus. We continue to put the Patient First along with our employees and our customers. Learn more about the updated preventative steps we are taking: https://t.co/cYqv9dgxLx 
#coronavirus #covid19",original
1.24E+18,256225105,cardinalhealth,3/17/20 17:02,2,0,"Simplify your flu vaccine pre-book order and receive a customizable, personalized and printable flu vaccine summary with our pre-book calculator. Access it here:
https://t.co/8ENGSuCbR6 https://t.co/WNuSX3pv8S","Simplify your flu vaccine pre-book order and receive a customizable, personalized and printable flu vaccine summary with our pre-book calculator. Access it here:
https://t.co/8ENGSuCbR6 https://t.co/WNuSX3pv8S",original
1.24E+18,274673392,Chase,3/17/20 17:08,23,12,"As more small businesses feel the impact of #COVID19, we tapped expert @Melissa_Agnes to share her best tools to help you contingency plan and navigate uncharted waters. Register for our free webinar here: https://t.co/G1KmKd2juH https://t.co/U8kJAQOC89","As more small businesses feel the impact of #COVID19, we tapped expert @Melissa_Agnes to share her best tools to help you contingency plan and navigate uncharted waters. Register for our free webinar here: https://t.co/G1KmKd2juH https://t.co/U8kJAQOC89",original
1.24E+18,23756134,blackrock,3/17/20 17:11,28,11,"The #coronavirus outbreak is set to deliver a sharp and deep economic shock. Our latest episode of #BLKBottomLine discusses why we still believe today＊s market turmoil isn＊t a repeat of 2008 每 provided we get a decisive policy response.

<U+27A1><U+FE0F> https://t.co/FUW26qabCF https://t.co/PTwE2pTW3v","The #coronavirus outbreak is set to deliver a sharp and deep economic shock. Our latest episode of #BLKBottomLine discusses why we still believe today＊s market turmoil isn＊t a repeat of 2008 每 provided we get a decisive policy response.

<U+27A1><U+FE0F> https://t.co/FUW26qabCF https://t.co/PTwE2pTW3v",original
1.24E+18,15766070,servicenow,3/17/20 17:24,51,29,Video: @BillRMcDermott joins @CNBC's @SquawkStreet to discuss our four free emergency response apps to help customers navigate the #COVID19 pandemic. https://t.co/aYlQDyq29H,Video: @BillRMcDermott joins @CNBC's @SquawkStreet to discuss our four free emergency response apps to help customers navigate the #COVID19 pandemic. https://t.co/aYlQDyq29H,original
1.24E+18,6449282,JetBlue,3/17/20 17:26,0,0,"@Justinwolfsonn Due to continued concerns about the coronavirus, we have suspended change and cancel fees for all new flight bookings made between March 6, 2020 and March 31, 2020 for travel through September 8, 2020. TrueBlue award bookings are included.","@Justinwolfsonn Due to continued concerns about the coronavirus, we have suspended change and cancel fees for all new flight bookings made between March 6, 2020 and March 31, 2020 for travel through September 8, 2020. TrueBlue award bookings are included.",original
1.24E+18,15231287,Gartner_inc,3/17/20 17:30,6,7,"Gartner's 10 pillars for pandemic #preparation for your organization include establishing a preparedness framework, establishing a communications program, prioritizing short and long-term follow up actions, and more. Learn more here: https://t.co/Q5RBvGIMzD #COVID19 #Coronavirus","Gartner's 10 pillars for pandemic #preparation for your organization include establishing a preparedness framework, establishing a communications program, prioritizing short and long-term follow up actions, and more. Learn more here: https://t.co/Q5RBvGIMzD #COVID19 #Coronavirus",original
1.24E+18,76481951,QuestDX,3/17/20 17:35,0,0,@aleigh29 We apologize for any frustration this may have caused. COVID-19 specimens must be collected by a healthcare provider and may be forwarded to per normal logistics processes to Quest Diagnostics. (1/2),@aleigh29 We apologize for any frustration this may have caused. COVID-19 specimens must be collected by a healthcare provider and may be forwarded to per normal logistics processes to Quest Diagnostics. (1/2),original
1.24E+18,76481951,QuestDX,3/17/20 17:36,0,0,"@aleigh29 Our Patient Service Centers or other phlebotomy sites do not collect, process or transport specimens from persons under investigation (PUI) or patients confirmed COVID-19. For more information, please visit https://t.co/XdQR3QxTJZ. (2/2)","@aleigh29 Our Patient Service Centers or other phlebotomy sites do not collect, process or transport specimens from persons under investigation (PUI) or patients confirmed COVID-19. For more information, please visit https://t.co/XdQR3QxTJZ. (2/2)",original
1.24E+18,278221207,autozone,3/17/20 17:37,0,0,"@me_zoner As we continue to provide essential services and goods, the health and safety of our customers and AutoZoners are of the utmost importance. We are following the guidelines and recommendations of the CDC and local health officials.","@me_zoner As we continue to provide essential services and goods, the health and safety of our customers and AutoZoners are of the utmost importance. We are following the guidelines and recommendations of the CDC and local health officials.",original
1.24E+18,278221207,autozone,3/17/20 17:37,0,0,"@me_zoner Also, as an additional precaution and safety measure, we have increased disinfecting and cleaning measures. 
Continue the CDC recommended practices to help protect yourself and others:","@me_zoner Also, as an additional precaution and safety measure, we have increased disinfecting and cleaning measures. 
Continue the CDC recommended practices to help protect yourself and others:",original
1.24E+18,19614302,unumnews,3/17/20 17:38,9,21,"Unum is here for you and your employees during these uncertain times. For answers to common questions about the coronavirus pandemic and your Unum benefits, visit our response center. https://t.co/2RvfArsTPI https://t.co/mZuljegHdo","Unum is here for you and your employees during these uncertain times. For answers to common questions about the coronavirus pandemic and your Unum benefits, visit our response center. https://t.co/2RvfArsTPI https://t.co/mZuljegHdo",original
1.24E+18,17851604,ZionsBank,3/17/20 17:46,5,1,"To help slow the spread of #COVID_19, we will serve clients primarily through drive-up teller window service, effective 3/17. We apologize for any inconvenience. The health &amp; safety of our employees, clients &amp; communities is our priority. Details at https://t.co/70U54uBSAP https://t.co/msGyT24Len","To help slow the spread of #COVID_19, we will serve clients primarily through drive-up teller window service, effective 3/17. We apologize for any inconvenience. The health &amp; safety of our employees, clients &amp; communities is our priority. Details at https://t.co/70U54uBSAP https://t.co/msGyT24Len",original
1.24E+18,87299367,Cummins,3/17/20 17:46,19,5,Cummins continues to take actions to protect the health and safety of our employees and communities while continuing to serve our customers amid the uncertainty associated with the COVID-19 pandemic. Learn more: https://t.co/z2Z2i0tjGo,Cummins continues to take actions to protect the health and safety of our employees and communities while continuing to serve our customers amid the uncertainty associated with the COVID-19 pandemic. Learn more: https://t.co/z2Z2i0tjGo,original
1.24E+18,20457806,JNJNews,3/17/20 17:48,0,21,"As we work to respond to the #Coronavirus, there are valuable lessons from previous outbreaks like #Ebola. @EmoryUniversity nurse @SharonV_RN and physician @colleenkraftmd share why effective communication is vital during outbreaks in a rebroadcasted episode of #SeeYouNow.","RT @JNJNursing: As we work to respond to the #Coronavirus, there are valuable lessons from previous outbreaks like #Ebola. @EmoryUniversity＃",retweet
1.24E+18,2478412250,Quanta_Services,3/17/20 17:49,4,0,"For the latest information regarding COVID-19 please visit our response page. The safety of our employees, customers, and communities remains our number one concern. #WeAreQuanta #SafetyAlways https://t.co/8hU7AuXzvQ","For the latest information regarding COVID-19 please visit our response page. The safety of our employees, customers, and communities remains our number one concern. #WeAreQuanta #SafetyAlways https://t.co/8hU7AuXzvQ",original
1.24E+18,64481865,HCAhealthcare,3/17/20 17:50,36,23,"As the threat from the #COVID_19 virus is amplified, so too are our efforts. Here are just a few of the steps we are taking  at HCA Healthcare to assure uninterrupted care <U+27A1><U+FE0F>https://t.co/ZiB5qw6aPm. https://t.co/hCUWnCfQVk","As the threat from the #COVID_19 virus is amplified, so too are our efforts. Here are just a few of the steps we are taking  at HCA Healthcare to assure uninterrupted care <U+27A1><U+FE0F>https://t.co/ZiB5qw6aPm. https://t.co/hCUWnCfQVk",original
1.24E+18,75014376,Mastercard,3/17/20 17:50,0,17,"As one of the funding partners of the COVID-19 Therapeutics Accelerator we're committed to supporting the development of therapeutics with equity in mind, ensuring products are accessible &amp; at a price &amp; quantity that are affordable &amp; scalable https://t.co/zVzjMPnmtN #Partner4Good https://t.co/uBPEoQjAGo",RT @CNTR4growth: As one of the funding partners of the COVID-19 Therapeutics Accelerator we're committed to supporting the development of t＃,retweet
1.24E+18,15676492,Ford,3/17/20 17:53,2,0,@MrsRose93191112 We hear you. We are continuing to act in real time and taking additional actions to help keep all of our people safe and help limit the spread of the coronavirus in communities where we live and work.,@MrsRose93191112 We hear you. We are continuing to act in real time and taking additional actions to help keep all of our people safe and help limit the spread of the coronavirus in communities where we live and work.,original
1.24E+18,18639734,Nasdaq,3/17/20 17:54,0,8,"The SEC released new guidance on March 13 for companies affected by COVID-19 to hold virtual annual shareholder meetings.

@Nasdaq permits the use of webcasts for virtual meetings under its rules. Learn more: https://t.co/Ih1zdLtOYh https://t.co/Yja7rTCJwt",RT @NasdaqCorpGov: The SEC released new guidance on March 13 for companies affected by COVID-19 to hold virtual annual shareholder meetings＃,retweet
1.24E+18,does not exist,Jieun____Shin,3/17/20 17:55,0,847,"Alright, who did this?

#COVID19 #coronavirus https://t.co/WbuUJiuezy","RT @CT_Bergstrom: Alright, who did this?

#COVID19 #coronavirus https://t.co/WbuUJiuezy",retweet
1.24E+18,337847812,FTI_Global,3/17/20 18:00,1,0,Can the US economy withstand the shock of the coronavirus? Our Sonal Desai says the nation＊s central bank is doing its part to help. https://t.co/5hT3hsE99v,Can the US economy withstand the shock of the coronavirus? Our Sonal Desai says the nation＊s central bank is doing its part to help. https://t.co/5hT3hsE99v,original
1.24E+18,28676469,DaVita,3/17/20 18:02,2,1,DaVita esta siguiendo las pautas del CDC sobre #COVID19 y la seguridad de nuestros pacientes sigue siendo nuestra principal prioridad. Tenemos informaci車n educativa disponible para quienes reciben di芍lisis en nuestro sitio web: https://t.co/TQ3Ss1uicH,DaVita esta siguiendo las pautas del CDC sobre #COVID19 y la seguridad de nuestros pacientes sigue siendo nuestra principal prioridad. Tenemos informaci車n educativa disponible para quienes reciben di芍lisis en nuestro sitio web: https://t.co/TQ3Ss1uicH,original
1.24E+18,17851604,ZionsBank,3/17/20 18:03,0,0,@btat @MountainAmerica @Chase @BankofAmerica @ConsumersCU @NavyFederal @WellsFargo @AlliantCU @PenFed Thanks for sharing this suggestion! We understand that our clients may be experiencing adverse impact due to coronavirus &amp; we encourage them to reach out to their relationship manager or local branch for assistance. More info: https://t.co/70U54uBSAP,@btat @MountainAmerica @Chase @BankofAmerica @ConsumersCU @NavyFederal @WellsFargo @AlliantCU @PenFed Thanks for sharing this suggestion! We understand that our clients may be experiencing adverse impact due to coronavirus &amp; we encourage them to reach out to their relationship manager or local branch for assistance. More info: https://t.co/70U54uBSAP,original
